comp1,comp2,response
-25.784662,-13.680523,-5.6799998
-26.250015,17.516104,-4.3400002
-11.027054,26.558617,-4.8509998
-15.258239,-4.484827,-4.6900001
-4.155624,44.277695,-6.170000099999998
6.510629,-9.329192,-4.9299998
-30.27101,0.5613106,-4.3899999
-4.895498,-26.948666,-4.1100001000000015
-2.6650271,45.260017,-7.119999900000002
-11.211965,11.147151,-7.389999900000001
-26.300062,-33.00095,-7.3400002
-27.66244,4.7592306,-4.52
-0.6195532,-24.890724,-4.1999998
-0.27617976,-22.649992,-4.54
-3.893046,-6.596075,-5.3000002
-0.5552963,-24.267103,-4.329999900000002
-16.788233,-11.459929,-4.71
-3.5875976,13.798598,-6.1599998
-14.829632,-9.2661,-5.21
-28.500273,-30.676682,-6.1524997
-21.238726,22.246733,-5.4109998
-25.775753,9.132801,-4.6599998
-27.672941,4.7680917,-4.329999900000002
-10.145431,36.546494,-4.6550002
-15.80028,-1.7861625,-5.8000002
-7.809655,7.4062233,-4.6799998
6.2371526,10.361128,-5.3400002
8.736676,10.912104,-4.73
-29.104683,-30.965805,-5.6999998
8.17654,10.748469,-4.5500002
7.612379,9.476761,-4.5100002
-28.227215,-29.323032,-5.579999900000002
-7.8333898,17.432552,-4.545000099999998
-18.380306,1.2834399,-6.6999998
-20.788313,0.78761274,-4.6500001
-18.323643,0.4712956,-7.0500002
-17.197994,0.7468435,-6.1500001
3.9860036,26.40848,-5.8400002
-1.4808986,-9.811733,-4.987
12.418282,26.82166,-4.7199998
4.7013793,-8.261839,-5.3499999
-6.7734723,17.887281,-4.5100002
-4.6739683,41.65746,-6.4000001
-3.6947339,21.95291,-4.6900001
-3.4130754,49.37044,-7.619999900000002
8.398842,22.640247,-5.4000001
28.654509,24.327803,-4.96
-27.217045,-13.946402,-5.329999900000002
-3.3091033,14.930112,-4.928
-24.613323,0.490874,-4.8600001
-0.023902964,-11.661674,-4.5100002
-8.739256,13.648888,-4.6999998
-26.134329,-6.5166464,-4.75
-17.809366,-21.368774,-5.378171
-18.67996,-13.302236,-4.5700002
-1.6038717,-10.692634,-4.6100001
-32.066307,-8.353198,-4.3499999
-38.13737,-8.050917,-5.880000099999998
-24.336212,-0.27761826,-5.3899999
-24.292078,-0.31800127,-4.920000099999998
16.635792,32.29421,-5.5500002
-25.952784,-13.772479,-5.3499999
12.245519,10.942367,-4.579999900000002
-33.595592,14.132087,-4.0050001
30.891018,20.370459,-5.48
31.902912,-20.844866,-5.369999900000002
32.06389,-20.944262,-5.170000099999998
32.883686,-21.073078,-5.3400002
32.93138,-20.692183,-5.5999999
32.06005,-20.248077,-5.6900001
-29.724451,-30.08068,-6.0250001
-29.843737,-12.194313,-5.0599999
40.745853,3.7969322,-5.880000099999998
40.96227,4.0242844,-6.4699998
-8.455103,-4.609515,-4.1100001000000015
-14.938886,-14.233896,-4.059999899999998
-25.296415,-28.649185,-6.23
-24.292229,-29.440948,-6.764999900000001
-27.393314,-32.542442,-6.3600001
-27.395563,-32.197044,-6.630000099999998
-24.64298,-31.79657,-5.1100001
-38.758118,-6.6311226,-5.9000001
-7.1381497,7.1145315,-4.5100002
16.0845,-9.568022,-6.6989698
-28.024532,11.022149,-4.5968795
-27.725456,10.314795,-4.4609237
-27.014868,11.104607,-4.1758742
-27.652353,-4.893792,-4.186419
-27.696526,-5.0141983,-4.2620125
-33.603607,-2.8720627,-6.251812
-38.755432,-6.6376953,-6.0420098
39.91922,0.55148435,-7.4317985
9.109145,-25.379414,-4.856985099999998
9.210446,-25.366499,-4.5917602
16.878565,-3.8974297,-5.221849
17.005571,-2.2010052,-4.9586072
-34.283657,-15.626284,-6.0555172
-24.116224,21.570744,-4.3493013
35.446983,2.36492,-4.6197886
38.853718,4.7539635,-5.0
-1.4781826,-36.641445,-4.5528421
-0.4479337,-34.89088,-4.6382723
-1.4293469,-34.61543,-4.6382723
-1.5473496,-35.6656,-4.5376019
-1.2875327,-33.744118,-4.5528421
-2.2714183,-36.694668,-4.6020598
-1.0093963,-36.070133,-4.6020598
-2.1867025,-35.38544,-4.6020598
-2.0515733,-34.067574,-4.5086384000000015
-3.0600379,-35.96799,-4.468521099999999
-4.815813,-29.539202,-5.7447276
8.07031,-7.052793,-5.3665314
-5.3,18.417156,-5.387216099999999
-13.891504,-26.212406,-6.188375
-14.393708,-26.669405,-5.647924400000001
-13.826267,-26.952251,-5.741402099999998
-13.639476,-25.481682,-5.1474957
-14.315519,-26.094465,-6.3723636
-13.415939,-27.063126,-5.9430285000000005
-25.121124,1.7187991,-4.7544875
-22.584162,0.87654614,-5.223299
0.75812775,10.127275,-4.9574246
-28.364695,15.338361,-4.9279342
-27.92048,14.7416525,-4.8885694000000015
-28.571884,17.577318,-4.9913998
-28.515593,17.33563,-4.9880071
-15.886387,13.895964,-4.9920392
-16.85745,13.53535,-5.0498786
-16.74047,13.625468,-5.050365900000001
-6.676109,24.13924,-4.598685700000001
-3.4130754,49.37044,-7.309804
12.202043,28.0911,-4.5086384000000015
12.418282,26.82166,-5.4436975
-37.158245,3.9581478,-4.8153086
-11.399283,27.121784,-3.9006648
1.6354162,16.89887,-4.8124795
-37.389236,8.425264,-6.5885487000000005
-7.656562,25.36559,-4.628932
-29.904375,-31.138828,-6.1023731
-25.73462,-29.826572,-6.0604806
-29.642853,-12.732844,-5.1850867
8.398842,22.640247,-5.4001169
-27.594723,-32.76806,-5.6925039
-6.521357,-12.369494,-4.9825492
-31.634941,-0.293139,-4.363411900000001
-7.6613784,-24.231817,-4.9299622
-37.401012,-9.920527,-5.9488473
-34.150383,-15.821884,-6.0555172
-28.626232,9.374686,-4.7544875
-29.848848,19.210466,-4.9913998
9.663112,-13.277843,-5.309804
-25.527784,26.511864,-4.2441254
-25.730886,26.485023,-4.6989698
-4.97281,3.9981544,-5.720623000000002
-10.453912,1.2870698,-4.389419599999999
-11.399283,27.121784,-4.2600002
-30.886795,19.805853,-4.3899999
-29.104683,-30.965805,-6.0700002
8.398842,22.640247,-5.4000001
12.890194,-4.971439,-5.1500001
9.66323,-13.277694,-5.3099999
-8.965461,18.735626,-4.3156309
-11.302195,-27.887732,-4.6599998
-23.78895,21.99986,-4.7600002
-12.418586,-5.7540507,-4.4000001
-21.907545,20.873957,-3.9519544
-2.1085813,4.31714,-4.46
-37.15814,3.9580371,-4.8200002
-25.450739,-29.927643,-6.29
-4.122738,-27.60948,-4.8050604
-14.104972,13.281551,-5.5
-15.133412,24.908264,-4.5500002
-13.55824,24.476099,-4.2800002
-11.893028,24.064316,-4.7399998
0.0068039447,40.178825,-6.3200002
-31.819107,4.9281745,-4.190000100000002
26.729246,24.71184,-5.4699998
-7.123786,7.1465816,-4.5100002
3.6776178,14.925666,-4.2800002
-38.901333,6.079376,-5.4400001
10.030106,30.425552,-4.561461
-7.6565166,25.36573,-4.7399998
-24.91252,6.169774,-4.460681
25.432432,26.300783,-5.6316042
-2.7875197,4.7989345,-4.4043612
-4.6783824,-35.24091,-4.0500002
11.4838295,9.167773,-5.6900001
-11.5395,10.355855,-5.880000099999998
10.2073965,28.111137,-4.329999900000002
-29.273817,12.687257,-4.4000001
-14.36905,24.195856,-4.5500002
-39.017975,0.24851497,-3.729485
-7.2801995,-22.426834,-4.8899999
-2.5464873,-3.3466637,-5.6999998
-31.739725,-14.784885,-6.1012278
13.097408,-9.45352,-4.7199998
-38.19308,9.224783,-6.0700002
-6.371303,-12.190194,-4.8899999
-31.63469,-0.29297993,-4.329999900000002
-14.694009,13.9164915,-4.71
14.182384,-5.492739,-5.3899999
36.06564,6.888482,-5.6900001
-16.770718,-10.87783,-4.6100001
0.8001257,4.4221187,-4.4400001
-16.928118,15.666762,-4.895062
-31.034716,-12.711842,-5.420000099999998
-11.212116,11.147615,-6.6599998
-6.681729,-9.474284,-4.8000002
22.042355,-0.21641088,-4.9699998
-34.1134,-15.941558,-6.0599999
-0.1536249,-5.2413554,-6.0727587
4.9148655,26.384413,-4.8400002
-13.844844,8.945551,-4.3499999
-16.453066,-2.4112248,-4.5100002
-16.80178,-11.441082,-4.7058601
13.272469,27.325983,-5.1161518
-14.829478,-9.2662325,-5.3049202000000015
24.241104,3.2079265,-6.1500001
-29.690355,-15.674051,-5.1687455
4.9519343,0.46687374,-4.9305754
2.8905828,1.3493459,-4.3319983
3.6911223,0.87023264,-4.6999998
3.2759566,1.5115352,-4.6200309
-4.153637,5.1576414,-5.0100002
21.842815,27.722929,-6.9593034
-14.310118,0.20375545,-4.48
-23.879364,-12.036313,-4.1799998
-16.015884,4.484973,-4.630000099999998
-16.22843,-10.05893,-4.4490995
3.9860036,26.40848,-5.869999900000002
-1.4866998,-9.637449,-4.8899999
-25.733772,8.743143,-4.3899999
12.418282,26.82166,-5.369999900000002
-11.520246,25.615303,-4.380000099999998
-11.521003,25.404572,-3.7777722
-29.009302,1.4667052,-4.23
-3.6944828,21.953955,-4.6799998
11.664414,-5.554403,-5.7227535000000005
35.86099,2.5425246,-6.1300907
26.739838,12.718112,-5.369999900000002
28.7773,22.856348,-5.399786
-16.159807,-7.2022643,-4.619999900000002
38.165344,6.0693183,-6.2800002
5.136389,26.392956,-5.170000099999998
-30.648243,-18.208181,-5.3899999
-6.003896,-11.759235,-4.7784066
-3.6947775,21.953938,-4.5008955
-30.20317,-12.13689,-5.3483939000000005
-25.303093,-7.163958,-5.8393164
-9.275333,3.322594,-5.6828976
28.319628,23.906773,-5.1500001
-12.411989,28.081411,-4.3221111
-18.70631,-13.293607,-4.3103647
-19.080294,-4.5535874,-4.6999998
-23.182497,-7.4479356,-4.52
-5.426153,2.2384982,-4.619999900000002
-13.010398,-4.261399,-4.5500002
-29.655062,26.215658,-4.3200002
-0.39399225,-5.1603703,-6.2600002
1.8747648,16.914373,-4.8099999
-8.603355,0.9937249,-4.5
-15.628401,-4.4714975,-4.6100001
-20.028494,9.526803,-3.9201083
-37.759068,4.8101587,-5.2123351
-9.492236,27.051966,-4.48
29.951979,1.525037,-5.6788902000000006
-22.416782,17.263351,-5.7484403
-21.0556,18.191015,-5.3900242
-18.71463,16.969818,-5.0499268
-19.484367,18.86417,-5.141333599999999
-23.887236,17.496134,-4.6095328
-21.748798,19.196068,-4.513246499999998
-18.384634,16.210789,-4.4210458
-19.810816,19.444414,-4.351765599999999
15.181462,-11.025628,-6.8762317
14.815934,-12.673951,-7.3814997999999985
14.947717,-12.070751,-7.1178856
15.412917,-13.108484,-7.382024799999999
15.81357,-12.591977,-7.3390937
15.836156,-12.067509,-7.0912943
16.368223,-13.161065,-7.3677616
16.589409,-12.271498,-7.1487603
14.629476,-10.131063,-4.997839
15.64266,-10.86751,-6.850390400000001
-7.733682,18.003271,-4.1507826
-7.7600427,19.50081,-4.1300812
-7.837467,17.435593,-4.1920457
-17.765615,-21.077171,-6.5171175
-10.869098,14.944964,-4.5500002
-10.991237,15.323725,-4.5700002
-10.665686,15.597785,-4.5900002
-10.876217,15.903358,-4.77
-19.953472,3.015912,-6.4201083
6.5992374,11.037176,-4.5693183
-32.01966,10.838914,-6.0188646
-6.8820333,-9.419163,-4.8099742
-24.292229,-29.440948,-6.604713
-29.724451,-30.08068,-5.8697934
-30.648243,-18.208181,-5.3989701
-38.227615,9.002431,-6.0702906
-6.5447073,3.0415816,-5.3211966
20.398746,26.674845,-6.3982739
-4.293599,50.25979,-6.5364394
-20.507227,1.5846545,-6.4579659000000005
-38.99136,9.909327,-5.4201083
-38.13737,-8.050917,-5.6587887000000014
-38.98479,8.022444,-4.9000001
32.993908,5.9401717,-5.291214900000001
-8.268778,-5.199571,-5.198543099999998
-24.220121,20.060415,-5.4279842
-23.61443,20.186329,-5.2198415
-28.60362,-29.439386,-4.879711599999999
42.73996,9.003519,-6.2209244
42.52345,9.648579,-6.3005152
42.05617,9.441306,-6.3989701
41.561024,9.958458,-6.742363900000001
-25.393167,16.268906,-5.10009
-18.609531,16.768576,-5.6994848
28.034777,-2.267399,-5.3484769
27.287802,-2.5219922,-4.922927400000002
26.628551,-2.7770875,-4.6937804000000005
26.389181,-2.8054357,-4.494889700000001
17.664518,-10.028105,-6.561124799999999
-17.199512,0.7441203,-6.152451
-15.025783,-16.809568,-4.29
-10.11436,-13.902571,-4.6788902000000006
-10.429436,-15.138253,-5.338621099999999
-9.247408,-14.35255,-4.4579659000000005
-8.198084,-13.568506,-4.4308991
-9.064002,-14.152967,-4.7423639
-13.848445,-20.145739,-4.3783755
-10.813911,-15.497999,-4.6391363
-13.782987,-16.26601,-5.250906
-11.128301,-15.973171,-5.8880281
27.692757,11.911226,-5.4105153
28.008087,11.711994,-5.0814137000000015
-4.677686,-5.9392977,-5.0
1.8758084,-38.90258,-5.098455
0.6924371,-22.404537,-4.5388007
1.8642675,-38.900265,-4.517849900000001
-3.4887452,-4.3790274,-4.907450700000001
-22.44601,-2.780603,-5.2685814
-20.962494,16.267132,-4.8496218
4.23517,8.605941,-4.7979398
-25.621445,-19.591417,-5.3891382000000005
-25.424047,-17.947603,-5.5908804000000005
-24.174826,-19.663673,-6.080461
-24.695856,-18.580297,-5.4206805000000005
-33.463814,9.198786,-5.9118199
-7.8081994,43.6677,-7.2277412
-8.121266,43.117443,-7.179570699999998
-7.515993,44.1527,-7.0891552
41.5977,8.549266,-6.222376799999998
1.3378626,45.94283,-6.4910722000000005
1.180588,45.698074,-6.5595455000000005
0.30609372,44.9669,-6.2292061
-2.0163307,41.956787,-5.8378239
-30.918518,6.827287,-4.5710139000000005
1.0312536,0.4859578,-4.8123703
1.0715307,0.49663585,-4.8499289
-25.540281,28.314943,-4.3099017
-25.615452,28.495998,-5.0
-24.781609,29.511549,-4.492425
-4.7459664,2.9703162,-5.5207167
16.368124,-22.944996,-5.6391363
16.074844,-23.558126,-5.7979398
18.247166,-23.500334,-5.5875134000000015
32.338276,2.7634916,-5.0478787
31.217081,4.0460033,-4.7399998
31.34472,2.5551865,-5.2209244
33.083214,4.7895017,-5.0700002
32.237583,5.680892,-5.4094677
33.30561,7.0730324,-4.997839
-34.885628,13.263553,-5.1900001
-35.95223,16.131617,-4.5380535
-35.422405,13.52042,-4.2782722
-38.04331,15.654509,-4.220202
-36.699974,16.620358,-4.0902224
-32.983765,17.967825,-4.0680037
-35.999058,15.769674,-4.0202255
-34.903458,18.67444,-3.9723473
-36.49269,18.01426,-3.9703081
-35.418236,18.1621,-3.9612868
-32.96961,17.910002,-3.8880284
-6.6083503,11.619547,-4.9114642
-6.3919435,11.312117,-5.5975828000000005
-19.146494,9.136855,-4.6479459
-18.10369,8.804466,-4.6313224
-17.572828,8.864342,-4.5595455000000005
-21.875692,7.5023894,-5.2123351
-21.345203,8.353625,-5.0105972
-11.380341,36.558434,-4.9821801
16.438955,-24.349405,-5.9593034000000005
17.344875,-24.412222,-5.8219547
42.268524,11.367858,-6.4094677
3.3299139,-11.816477,-6.4579659000000005
3.642476,-11.656475,-6.3682656
3.5975232,-11.697447,-6.8519359
-18.02599,21.491379,-4.5093193
-8.499098,-4.6026278,-4.3318486
1.4970937,-22.600006,-4.1700001
-4.7580113,-6.0344453,-5.187450900000001
0.6686358,10.057431,-6.2314224000000005
-22.471987,0.72653973,-5.302258999999999
-2.2272382,-18.029032,-5.8474512
-2.6429143,-18.203558,-5.7328787000000005
-3.247735,-18.479181,-5.6954093
-3.810331,-18.753126,-5.130000099999998
27.090237,25.060942,-5.7397189000000015
-21.614628,-0.5157463,-4.820511799999999
11.252216,-21.452875,-5.1011863
9.801605,-20.254286,-4.6994848
9.9938345,-19.520214,-5.8519359
10.823478,-19.665373,-5.3005152
9.194466,-19.540583,-5.769775900000001
11.374931,-19.500048,-5.7979398
10.527714,-20.112923,-5.720623000000002
31.63202,3.1337352,-4.9723473
32.774204,3.5629308,-5.8519359
34.2561,5.410615,-5.769775900000001
34.206436,4.8434944,-5.8880281
31.74965,7.3439336,-5.1919103
32.599262,6.3870683,-5.9593034000000005
18.778187,30.80578,-4.8600001
19.533682,30.529762,-4.6900001
19.000523,29.700947,-4.7600002
17.26548,30.375284,-4.579999900000002
18.347607,29.407858,-4.79
18.341518,28.62544,-4.9000001
-1.5972669,28.460775,-4.8498521
-1.6093158,28.432352,-5.0101638
-28.05088,19.623325,-4.8428431
-11.640019,-1.2863948,-5.0582528
-11.14231,-0.84449756,-4.632256
-30.35658,-28.474344,-4.5100002
-31.278458,26.208803,-4.9521427000000005
-4.9621525,15.761178,-5.4224062
26.239992,27.480772,-6.9593034
-24.320839,13.894014,-6.2819986
4.2124186,8.561418,-4.1687455
-28.979038,-9.032086,-4.1011863
10.104104,2.619341,-5.140130999999999
8.688155,-14.588545,-5.8313413
8.638918,26.180758,-4.9198675000000005
0.18623795,0.9628841,-4.9204097
-29.912788,-10.861395,-4.6677732
9.6627,9.184594,-4.5497985
26.759449,11.503489,-4.1877432
1.5459164,16.814693,-4.729893700000001
44.50067,0.43440413,-7.4981046
-22.527775,13.386453,-6.5900002
-22.514765,13.921237,-7.0100002
44.517323,-0.04813071,-7.0307584
4.299143,17.666391,-4.5086198
5.8422666,17.377314,-4.7786422
6.27155,17.572971,-5.46
4.6366277,18.013483,-4.6001629999999984
39.846725,-6.7663913,-6.1314831
40.483784,-6.1812053,-6.0594678
39.774178,-6.8395553,-5.6290045
5.6776323,3.0349817,-5.6010299
53.238224,7.7013,-4.8880281
53.114758,8.768574,-5.0778604000000005
52.54612,7.708697,-5.238286
53.68001,8.357292,-4.8219547
54.26283,8.977087,-4.9204097
-1.8245956,45.031693,-6.1599998
-5.02098,42.46082,-6.2003298
-3.7801569,42.554214,-6.9204097
-10.434544,39.02821,-4.9899998
-11.154269,39.3884,-5.0013065
-4.6538234,43.405685,-6.0999999
-4.8948846,44.243515,-6.27
-0.9156002,45.31894,-6.5388007
-9.865827,37.902218,-5.2800002
-5.1040225,41.394928,-6.3989701
-22.918167,8.364748,-4.8378239
-8.884224,38.28554,-6.4311924000000005
20.220192,2.0743055,-5.3000002
20.038092,3.4091313,-5.52
19.116219,4.468267,-5.6999998
20.249447,4.6121483,-5.0
20.534273,2.776091,-5.521439099999999
20.90228,3.3139005,-4.9204097
20.994707,4.853589,-4.4308991
19.385511,3.8466475,-5.521439099999999
20.864859,4.219037,-5.0478787
-21.651329,5.4273567,-5.1011863
-7.348997,0.18730915,-5.1590075
-6.7362967,0.995715,-5.0116143
-6.915888,-27.489634,-5.1515226
-6.398067,-27.068613,-5.3275695
-5.78514,0.36144128,-5.1295056
-6.420318,1.0754046,-5.0886235
8.723893,-8.310501,-5.7423639
8.783586,-8.087286,-5.6319547
-6.0952272,-28.177433,-5.158072
-7.1319976,-28.224564,-5.1003633000000015
-5.4444833,-0.07186589,-5.2516832
-12.245883,-5.943866,-5.2606096
-6.1683025,-28.50481,-5.2295737
-5.4431634,-28.530857,-5.5700002
23.435625,-16.839743,-5.8989701
24.230328,-17.060242,-5.7209244
25.164347,-15.857474,-4.8289509000000015
25.775917,-16.867985,-5.8005152
22.756094,-15.660409,-5.3099999
24.047512,-15.8524275,-4.6900001
25.367035,-15.005528,-5.2600002
26.562424,-15.102387,-5.1100001
27.552473,-16.045156,-5.0
25.876713,-14.558052,-5.8005152
25.963297,-15.633619,-4.6493707
22.846193,-14.405453,-4.8289509000000015
21.92959,2.150729,-4.9186072
30.916775,20.337788,-4.8616409
16.528816,32.129585,-5.8000002
18.705576,-0.6475445,-5.441246499999999
0.9300851,22.827612,-4.7597256
12.944429,25.338001,-6.0107207
-1.3125243,46.20712,-7.0478787
-24.589277,14.065643,-5.6912522
-25.253239,14.218404,-5.9906998
16.244837,29.356703,-5.7141905
6.6405597,-20.934605,-6.521439099999999
42.06758,10.173186,-6.570000200000001
-21.142197,23.263659,-4.7799463
-8.568674,39.12394,-6.8284068
-20.34408,7.2134714,-4.77
-9.59501,5.9621186,-5.2295737
2.8119473,-17.013786,-4.9593034000000005
-1.9326859,16.059649,-5.3005152
-30.85301,25.307442,-4.5179658
41.75271,0.8599808,-7.380000099999998
41.719475,0.9840925,-7.02
41.627438,1.2893978,-7.309999900000001
-21.285334,-5.872721,-4.5900002
-20.88525,-5.01525,-4.1799998
-21.143606,-4.801791,-4.8499999
-19.723145,-6.3528714,-3.95
-24.688944,16.138988,-5.2199998
-21.364801,-7.141043,-5.119999900000002
-21.888332,-5.460694,-5.6999998
-21.416452,-8.21707,-4.7199998
-20.31277,-4.5668306,-4.0100002
44.141792,1.0134134,-7.309999900000001
-30.440428,-15.21341,-6.0999999
-26.653204,-17.000896,-5.23
4.687085,-16.324858,-5.1999998
-0.66032505,-25.397568,-4.1999998
-0.55151993,-24.225716,-4.329999900000002
2.7197099,-22.348515,-4.3899999
2.521932,-21.868406,-4.099999899999999
2.4223788,-22.56558,-4.7399998
-3.4459627,-4.3650784,-5.1500001
-1.4694382,44.305313,-6.820000200000001
-7.8099165,7.4753323,-4.6799998
8.14411,-3.3315828,-5.46
8.133801,-3.2875614,-5.3200002
47.07629,7.088522,-5.3200002
51.832508,8.600775,-5.6599998
-1.7518431,-29.284372,-7.0
6.24541,-18.394255,-6.0
6.70856,-17.858627,-5.9000001
-1.1645349,-28.861061,-6.0
-0.63262296,-28.467466,-5.5
-0.8009313,-28.742395,-5.3000002
0.6784272,-28.881388,-5.420000099999998
-32.75128,16.707613,-4.4899998
-2.0055578,27.128643,-5.1500001
15.768141,-2.1314883,-5.8899999
16.38049,-1.4883676,-5.5999999
16.394732,-1.4206402,-5.2199998
14.977408,-3.210726,-5.6900001
-25.84064,-17.358128,-5.29
-26.072855,-17.75943,-6.0100002
-33.082485,12.717111,-4.46
-30.87891,13.754589,-4.3899999
-30.58494,14.1585865,-4.4899998
-25.92869,22.90529,-4.880000099999998
1.9784243,-0.35705662,-4.71
-17.759504,-14.434311,-4.3099999
27.97786,-2.735759,-5.0900002
28.599445,-3.0694711,-5.380000099999998
-13.462285,24.781504,-4.6599998
-8.576782,-24.512875,-4.5999999
-5.9501834,8.994086,-4.73
14.445444,5.8816996,-4.6999998
14.418749,5.847145,-4.8899999
-8.1922865,-15.781645,-4.7399998
-6.2586355,8.835756,-4.7199998
12.251283,-2.914605,-5.0599999
-13.003237,0.77907735,-4.869999900000002
35.986313,-0.7788116,-5.8000002
35.885166,-0.71055084,-5.8499999
36.455666,-1.1594131,-5.54
25.737217,13.824896,-6.0500002
1.9459803,-6.1389093,-5.8200002
2.9887187,-6.829122,-5.380000099999998
21.553602,-6.0696077,-6.3000002
24.946192,-12.769827,-4.9099998
26.69114,-12.892729,-5.119999900000002
27.810347,-12.213596,-5.8000002
28.583277,-12.913285,-5.7199998
27.673174,-13.113545,-5.5
28.872335,-11.249746,-5.5900002
29.723894,-12.322634,-5.2450004
26.188677,-10.792377,-5.1399999
27.085762,-11.060788,-5.4000001
25.85751,-11.652108,-5.0700002
26.598139,-11.557165,-5.420000099999998
27.137478,-9.928273,-4.829999900000002
27.863907,-10.644764,-5.1599998
-14.075386,5.1815634,-4.4499998
-15.346932,4.861908,-4.46
18.931667,32.465954,-4.5
-2.005926,14.078904,-4.3000002
-28.571035,26.066792,-3.51
-28.738836,25.581575,-4.1199999
-27.86032,25.689781,-3.8199999
-15.298999,19.315002,-4.98
-15.261853,19.445814,-5.27
-15.351508,19.670382,-4.8200002
47.07629,7.088522,-5.3899999
-12.223725,-2.0992773,-4.1999998
35.46857,10.1119795,-4.9699998
36.256367,10.040333,-5.3200002
36.519165,10.04992,-5.5999999
36.958416,9.384104,-5.4699998
54.655396,5.844572,-4.6799998
53.7772,6.119488,-4.8899999
52.812096,6.8076215,-5.2199998
55.354565,6.6437626,-4.6999998
54.364536,6.782907,-4.8899999
54.34128,7.9099836,-5.0500002
53.812702,7.054301,-4.5900002
55.136585,8.323672,-4.4899998
55.599854,7.537804,-4.4899998
-24.632128,8.044753,-4.52
-6.582557,-9.325224,-4.5500002
-21.354254,-9.133954,-4.6900001
-17.80702,-21.492687,-5.7088718
4.336578,2.3244047,-4.670000099999998
-1.7816825,-10.881114,-5.6399999
29.13709,3.363056,-4.52
8.93694,8.671768,-4.96
-4.9400806,7.7819667,-4.059999899999998
-7.3225584,-22.752733,-4.73
5.310697,-21.81254,-5.8899999
11.363031,27.589193,-4.4850001
20.86724,28.952349,-5.6999998
-4.290466,41.29042,-6.3600001
10.618607,27.147411,-4.670000099999998
-24.29663,29.360752,-4.4299998
-26.982058,-14.3933325,-5.8099999
-38.80011,9.057994,-5.3400002
35.497498,-13.667162,-4.2600002
-11.336112,10.36427,-5.6719999
-31.68901,-14.746254,-6.369999900000002
27.060326,-61.565193,-5.8200002
25.441721,-64.17331,-5.8200002
24.254547,-63.221134,-5.3000002
24.254547,-63.221134,-5.8200002
21.24439,-68.886,-5.8200002
19.841822,-68.463486,-5.3000002
-14.177899,-1.3568667,-4.3899999
-0.9156002,45.31894,-6.54
-5.561954,42.36086,-6.1999998
-11.426256,38.492588,-5.1900001
39.987682,0.59709394,-7.7600002
